ID;Nome;Artista;Ano
617;Hello, Dolly!;Louis Armstrong;1964
618;Twist And Shout;Beatles;1964
619;Una Lacrima Sul Viso;Bobby Solo;1964
620;Love Me With All Your Heart;Ray Charles Singers;1964
621;El Relicário;The Clevers;1964
622;Everybody Loves Somebody;Dean Martin;1964
623;Mulher Governanta;Silvinho;1964
624;Tudo de Mim;Altemar Dutra;1964
625;Escrivi Me;Rita Pavone;1964
626;The Girl From Ipanema;Stan Getz & Astrud Gilberto;1964
627;Do You Want To Know A Secret;Beatles;1964
628;Sabe Deus;Carlos Alberto;1964
629;Dominique;Souer Sourire;1964
630;Pombinha Branca;Silvana;1964
631;O Divórcio;Oslaim Galvão;1964
632;Rancho da Praça XI;Dalva de Oliveira;1964
633;Igual a Ti Não Há Ninguém;Rosemary;1964
634;A Carta;Waldik Soriano;1964
635;Beijo Gelado;José Augusto;1964
636;Sul Cucuzzolo;Rita Pavone;1964
637;O Menino das Laranjas;Elis Regina;1964
638;America;Trini Lopez;1964
639;Bicho do Mato;Jorge Ben;1964
640;Olhando Para o Céu;Trio Esperança;1964
641;De Joelhos;Carlos Alberto;1964
642;Louie Louie;The Kingsmen;1964
643;Cabeleira do Zezé;Jorge Goulart;1964
644;Ai de Mim;Golden Boys;1964
645;Leda;Adilson Ramos;1964
646;Forget Him;Bobby Rydell;1964
647;You Don't Own Me;Lesley Gore;1964
648;If I Had A Hammer;Trini Lopez;1964
649;Queria;Carlos José;1964
650;La Bamba;Trini Lopez;1964
651;Lado a Lado;Carlos Alberto;1964
652;Canto o Fado;Olivinha Carvalho;1964
653;Nanã;Wilson Simonal;1964
654;Diz Que Fui Por Aí;Nara Leão;1964
655;Andorinha;Hebe Camargo;1964
656;Meu Bem;Agnaldo Rayol;1964
657;O Calhambeque;Roberto Carlos;1964
658;Inútil Paisagem;Tenório Jr.;1964
659;Paz do Meu Amor;Hebe Camargo;1964
660;Tristeza de Nós Dois;Claudette Soares;1964
661;The Hully Gully;Chubby Checker;1964
662;There! I've Said It Again;Bobby Vinton;1964
663;Deep Purple;Nino Tempo & April Stevens;1964
664;Luz Negra;Nara Leão;1964
665;Deixa Pra Mim a Culpa;Agnaldo Rayol;1964
666;Ó, Meu Senhor;Wilson Miranda;1964
667;Esse Mundo é Meu;Sergio Ricardo;1964
668;Capela do Amor;Wanderléa;1964
669;A Perereca da Vizinha;Dercy Gonçalves;1964
670;Quero Me Casar Contigo;Roberto Carlos;1964
671;O Sol Nascerá;Nara Leão;1964
672;Bossa Nova Baby;Elvis Presley;1964
673;Diz Que Fui Por Aí;Elizeth Cardoso;1964
674;Serenata da Chuva;Altemar Dutra;1964
675;Berimbau;Quarteto em Cy;1964
676;Somente Uma Saudade;José Ricardo;1964
677;Consolação;Wilson Simonal;1964
678;Me Apeguei Com Meu Santinho;Wanderléa;1964
679;O Passo do Elefantinho;Trio Esperança;1964
680;Telefone;Os Cariocas;1964
681;Exército do Surf;Wanderléa;1964
682;O Relógio (El Reloj);Adilson Ramos;1964
683;Vou Morrer de Tanto Rir;Silvinho;1964
684;Um Leão Está Solto nas Ruas;Roberto Carlos;1964
685;Maria Elena;Los Indios Tabajaras;1964
686;Canção da Serra;José Ricardo;1964
687;Ansiedade;Carlos Alberto;1964
688;Esta Noche Pago Yo;Lucho Gatica;1964
689;My Boy Lollipop;Millie Small;1964
690;Uma Lágrima no Rosto;Tony Campello;1964
691;Java;Al Hirt;1964
692;Se Eu Morresse Amanhã;Waldik Soriano;1964
693;Abraza-me;Bienvenido Granda;1964
694;Juca do Brás;Leila Silva;1964
695;Sugar Shack;Jimmy Gilmer & The Fireballs;1964
696;If I Had A Hammer;Prini Lorenz;1964
697;Meu Broto Só Pensa em Estudar;Albert Pavão;1964
698;Mas Que Nada;Jorge Ben;1964
699;Palavras, Só Palavras;Martha Mendonça;1964
700;Obsessão;Sergio Odilon;1964
701;Trem das Onze;Demônios da Garoa;1965
702;O Calhambeque;Roberto Carlos;1965
703;Amore Scusami;John Foster;1965
704;Sentimental Demais;Altemar Dutra;1965
705;Ma Vie;Alain Barrière;1965
706;A Hard Day's Night;Beatles;1965
707;O Trovador;Altemar Dutra;1965
708;O Neguinho e a Senhorita;Noite Ilustrada;1965
709;Shame And Scandal In The Family;Shaw Elliott;1965
710;Arrastão;Elis Regina;1965
711;The House Of The Rising Sun;The Animals;1965
712;Sabor A Mi;Eydie Gormé & Trio Los Panchos;1965
713;Festa do Bolinha;Trio Esperança;1965
714;Nunca Mais Brigarei Contigo;Roberto Muller;1965
715;Não Quero Ver Você Triste;Roberto Carlos;1965
716;I Feel Fine;Beatles;1965
717;Querida;Jerry Adriani;1965
718;Mamãe Eu Te Darei Algo;Manuela;1965
719;Carcará;Maria Bethânia;1965
720;Professor Apaixonado;Nilton Cesar;1965
721;From Russia With Love;Matt Monro;1965
722;Eight Days A Week;Beatles;1965
723;Se Mi Vuoi Lasciare;Michele;1965
724;Preste Atenção;Wanderley Cardoso;1965
725;Perfidia;Trini Lopez;1965
726;Pau de Arara;Ary Toledo;1965
727;Downtown;Petula Clark;1965
728;Menina Linda;Renato & Seus Blue Caps;1965
729;Red Roses For A Blue Lady;Bert Kaempfert;1965
730;Na Onda do Berimbau;Ed Lincoln;1965
731;Prelude and The Sound Of Music;Julie Andrews;1965
732;In Ginocchio Da Te;Gianni Morandi;1965
733;Feche os Olhos;Renato & Seus Blue Caps;1965
734;Falhaste Coração;Angela Maria;1965
735;Michael;Trini Lopez;1965
736;A Casa do Sol Nascente;Agnaldo Timóteo;1965
737;A Garota do Baile;Roberto Carlos;1965
738;Joga a Chave;Jorge Goulart;1965
739;Iracema;Demônios da Garoa;1965
740;Mr. Tambourine Man;The Byrds;1965
741;O Escândalo;Renato & Seus Blue Caps;1965
742;Pensando Nela;Golden Boys;1965
743;Il Mondo;Jimmy Fontana;1965
744;Charade;Henry Mancini;1965
745;Não Me Esquecerás;Carlos Alberto;1965
746;My Boy Lollipop;Millie Small;1965
747;Help!;The Beatles;1965
748;Tchin Tchin;Richard Anthony;1965
749;Izabelle;Charles Aznavour;1965
750;A Casa de Irene;Nico Fidenco;1965
751;Festa de Arromba;Erasmo Carlos;1965
752;Menino das Laranjas;Elis Regina;1965
753;Amor Perdido;Carlos Alberto;1965
754;Meu Bem Lollipop;Wanderléa;1965
755;Acender as Velas;Nara leão;1965
756;Lobo Mau;Roberto Carlos;1965
757;Mulata Yê-Yê-Yê;Emilinha Borba;1965
758;Gatinha Manhosa;Erasmo Carlos;1965
759;Não é Papo Pra Mim;Roberto Carlos;1965
760;Parei, Olhei;Roberto Carlos;1965
761;O Carro do Papai;Ed Wilson;1965
762;Minha Namorada;Os Cariocas;1965
763;Das Rosas;Dalva de Oliveira;1965
764;O Que é Que Eu Faço do Latim;Meire Pavão;1965
765;Afinal Chegou;Os Vips;1965
766;Se o Seu Amor Fosse Pra Mim;Trio Melodia;1965
767;Primavera;Alaíde Costa;1965
768;Mascarada;Zé Keti;1965
769;Minha Fama de Mau;Erasmo Carlos;1965
770;Copacabana é Amor;Fernando Pereira;1965
771;História de Um Homem Mau;Roberto Carlos;1965
772;This Diamond Ring;Gary Lewis & The Playboys;1965
773;O Princípio e o Fim;Agnaldo Rayol;1965
774;People;Barbara Streisand;1965
775;A Praia;Agnaldo Rayol;1965
776;Preste Atenção;Giane;1965
777;Minhas Madrugadas;Elizeth Cardoso;1965
778;Que C'est Triste Venice;Charles Aznavour;1965
779;Alguém na Multidão;Golden Boys;1965
780;Gerônimo;Os Incríveis;1965
781;Rock do Mendigo;Moacyr Franco;1965
782;Zorba, The Greek;Dalida;1965
783;Deixa Isso Pra Lá;Jair Rodrigues;1965
784;Primavera;Pery Ribeiro;1965
785;Pedro Pedreiro;Chico Buarque;1965
786;Opinião;Nara Leão;1965
787;Quero Que Vá Tudo Pro Inferno;Roberto Carlos;1965
788;Se Piangi, Se Ridi;Bobby Solo;1965
789;Mulata Assanhada;Elza Soares;1965
790;You Turn Me On;Ian Whicomb;1965
791;Primavera;Claudette Soares;1965
792;Que Será de Ti;Moacyr Franco;1965
793;Ma Vie;Lana Bittencourt;1965
794;Io Che Non Vivo Senza Te;Pino Donaggio;1965
795;Ébrio de Amor;Lindomar Castilho;1965
796;Tchin Tchin;Tony Campello;1965
797;Sinfonia da Mata;Orlando Dias;1965
798;The Wanderer;Dion;1965
799;Samba de Verão;Marcos Valle;1965
800;Abraça-me Forte;Wanderley Cardoso;1965
801;Quero Que Vá Tudo Pro Inferno;Roberto Carlos;1966
802;Yesterday;Beatles;1966
803;A Banda;Nara Leão;1966
804;Capri C'est Fini;Hervé Villard;1966
805;Esqueça;Roberto Carlos;1966
806;Io Che Non Vivo Senza Te;Pino Donaggio;1966
807;Michelle;Beatles;1966
808;Meu Bem;Ronnie Von;1966
809;Disparada;Jair Rodrigues;1966
810;A Volta;Os Vips;1966
811;Strangers In The Night;Frank Sinatra;1966
812;Aline;Christophe;1966
813;The More I See You;Chris Montez;1966
814;Coruja;Deny & Dino;1966
815;Um Grande Amor;Jerry Adriani;1966
816;A Praia;Agnaldo Rayol;1966
817;Whipped Cream;Herb Alpert & The Tijuana Brass;1966
818;(I Can't Get No) Satisfaction;Rolling Stones;1966
819;Day Tripper;Beatles;1966
820;Pobre Menina;Leno & Lilian;1966
821;California Dreamin';The Mamas & The Papas;1966
822;Lara's Theme From Dr. Zhivago;The Jordans;1966
823;Não Diga Nada;Joelma;1966
824;Eu Te Darei Bem Mais;Moacyr Franco;1966
825;É Papo Firme;Roberto Carlos;1966
826;Tristeza;Jair Rodrigues;1966
827;Ternura;Wanderléa;1966
828;Yesterday;Matt Monro;1966
829;Io Te Darò Di Piú;Ornella Vanoni;1966
830;Meu Primeiro Amor;Renato & Seus Blue Caps;1966
831;Guarânia da Saudade;Carlos José;1966
832;Mamãe Passou Açucar Em Mim;Wilson Simonal;1966
833;Giramundo;Pery Ribeiro;1966
834;O Bom;Eduardo Araújo;1966
835;Monday Monday;The Mamas & The Papas;1966
836;The Sounds Of Silence;Simon & Garfunkel;1966
837;N'avoue Jamais;Guy Martell;1966
838;O Muro de Berlim;The Bells;1966
839;Il Mondo;Jimmy Fontana;1966
840;Cinderela;Angela Maria;1966
841;Mamãe;Agnaldo Timóteo;1966
842;La Boheme;Charles Aznavour;1966
843;Devolva-me;Leno & Lilian;1966
844;Upa Neguinho;Elis Regina;1966
845;Wolly Bully;Sam The Sham & The Pharaohs;1966
846;Bang Bang (My Baby Shot Me Down);Sonny & Cher;1966
847;Aline;Agnaldo Timóteo;1966
848;Mexericos da Candinha;Roberto Carlos;1966
849;Noite dos Mascarados;Chico Buarque, Odete Lara & MPB-4;1966
850;The Shadow Of Your Smile;Tony Bennett;1966
851;Apêlo;Elizeth Cardoso;1966
852;Theme For Young Lovers;The Jet Blacks;1966
853;As Tears Go By;Rolling Stones;1966
854;Brigas;Altemar Dutra;1966
855;Canto de Ossanha;Elis Regina;1966
856;Ninguém Poderá Julgar-me;Jerry Adriani;1966
857;Eu Te Darei o Céu;Roberto Carlos;1966
858;Tema de Lara;The Jordans;1966
859;Juanita Banana;The Peels;1966
860;Mágoa;Golden Boys;1966
861;Il Silenzio;Nino Rosso;1966
862;Carango;Wilson Simonal;1966
863;Anda Luzia;Maria Bethânia;1966
864;Somewhere My Love;Ray Conniff;1966
865;Girl;The Beatles;1966
866;Gina;Wayne Fontana;1966
867;Hang On Sloopy;The McCoys;1966
868;Juramento de Playboy;Carlos Gonzaga;1966
869;É Tão Fácil Dizer Não Fique Triste;Cidinha Santos;1966
870;Forget Him;Bobby Rydell;1966
871;I Only Want To Be With You;Dusty Springfield;1966
872;You've Got To Hide Your Love Away;Ronnie Von;1966
873;Alguém na Multidão;Golden Boys;1966
874;Deus Te Acompanhe;WAnderley Cardoso;1966
875;Eu Te Amo;José Ricardo;1966
876;Vem Chegando a Madrugada;Jair Rodrigues;1966
877;Nossa Canção;Roberto Carlos;1966
878;Samba na Palma da Mão;Luiz Carlos;1966
879;Maringá;Eduardo Araújo;1966
880;Eterna Paixão;José Ricardo;1966
881;Les Cornichons;Nino Ferrer;1966
882;Michelle;Golden Boys;1966
883;Não Quero Ver Você Triste;Roberto Carlos;1966
884;Fim de Sonho;Marcos Roberto;1966
885;Não Me Deixe Só;Denise Barreto;1966
886;I Am A Rock;Simon & Garfunkel;1966
887;A Rita;Chico Buarque;1966
888;Eu Te Agradeço;Silvio Cesar;1966
889;Dia das Rosas;Maysa;1966
890;Bang Bang (My Baby Shot Me Down);Maritza Fabiani;1966
891;Suburbana;Carlos José;1966
892;Like A Rolling Stone;Bob Dylan;1966
893;Olê Olá;Chico Buarque;1966
894;Winchester Cathedral;New Vaudeville Band;1966
895;Cabelos Longos, Idéias Curtas;Brazilian Bitles;1966
896;Paperback Writer;The Beatles;1966
897;These Boots Are Made For Walkin';Nancy Sinatra;1966
898;Porta-Estandarte;Geraldo Vandré;1966
899;Dia das Rosas;Sônia Delfino;1966
900;Vai Ser Bom;Fevers;1966
901;Gina;Wayne Fontana;1967
902;Coração de Papel;Sergio Reis;1967
903;Namoradinha de Um Amigo Meu;Roberto Carlos;1967
904;Love Me, Please Love Me;Michel Polnareff;1967
905;A Praça;Ronnie Von;1967
906;O Bom Rapaz;Wanderley Cardoso;1967
907;Bus Stop;Hollies;1967
908;Travessia;Milton Nascimento;1967
909;Quando;Roberto Carlos;1967
910;Somethin' Stupid;Nancy Sinatra & Frank Sinatra;1967
911;See You In September;Happenings;1967
912;Era Um Garoto Que Como Eu Amava os Beatles...;Os Incríveis;1967
913;Black Is Black;Los Bravos;1967
914;Nossa Canção;Roberto Carlos;1967
915;Pára Pedro;José Mendes;1967
916;Penny Lane;Beatles;1967
917;There's A Kind Of Hush;Herman's Hermitz;1967
918;Quem Não Quer;Jerry Adriani;1967
919;Tijolinho;Bobby Di Carlo;1967
920;Coisinha Estúpida;George Freedman;1967
921;A Whiter Shade Of Pale;Procol Harum;1967
922;Acorda Maria Bonita/Se Eu Soubesse;Ary Cordovil;1967
923;Georgy Girl;Seekers;1967
924;Poor Side Of Town;Johnny Rivers;1967
925;O Caderninho;Erasmo Carlos;1967
926;Meu Grito;Agnaldo Timóteo;1967
927;This Is My Song;Petula Clark;1967
928;Súplica Cearense;Ary Lobo;1967
929;No Milk Today;Herman's Hermits;1967
930;Alegria, Alegria;Caetano Veloso;1967
931;You Only Live Twice;Nancy Sinatra;1967
932;All You Need Is Love;Beatles;1967
933;Pare o Casamento;Wanderléa;1967
934;I'm A Believer;Monkees;1967
935;Domingo no Parque;Gilberto Gil;1967
936;Can't Take My Eyes Off You;Frankie Valli;1967
937;Estou Feliz;Ed Carlos;1967
938;Music To Watch Girls By;Bob Crewe Generation;1967
939;Last Train To Clarksville;Monkees;1967
940;Sunny;Chris Montez;1967
941;Triste Madrugada;Jair Rodrigues;1967
942;Doce de Coco;Wanderley Cardoso;1967
943;Ave Maria dos Olhos Dela;Wilson Miranda;1967
944;Maria, Carnaval e Cinzas;Roberto Carlos;1967
945;Roda Viva;Chico Buarque & MPB-4;1967
946;Winchester Cathedral;New Vaudeville Band;1967
947;A Garota do Roberto;Waldirene;1967
948;Não Presto Mas Eu Te Amo;Demétrius;1967
949;Western Union;Five Americans;1967
950;Anna (Go To Him);Beatles;1967
951;Guantanamera;The Sandpipers;1967
952;O Mundo Encantado de Monteiro Lobato;Elza Soares;1967
953;Máscara Negra;Zé Kéti;1967
954;Ruby Tuesday;Rolling Stones;1967
955;A Catedral;Ronnie Von;1967
956;A Bomba Está Para Explodir na Praça...;Roberto Rei;1967
957;Eu Sou Terrível;Roberto Carlos;1967
958;Barra Limpa;Martinha;1967
959;Só Vou Gostar de Quem Gosta de Mim;Roberto Carlos;1967
960;Linda;João Dias;1967
961;Margarida;Gutemberg Guarabira & Grupo Manifesto;1967
962;Born Free;Matt Monro;1967
963;A Little Bit Me, A Little Bit You;The Monkees;1967
964;C'era Um Ragazzo Che Come Me Amava I Beatles...;Gianni Morandi;1967
965;Felizes Juntinhos;Os Baobás;1967
966;Como é Grande o Meu Amor Por Você;Roberto Carlos;1967
967;Eu Te Amo Mesmo Assim;Martinha;1967
968;Happy Together;The Turtles;1967
969;Coisinha Estúpida;Leno & Lilian;1967
970;Day Tripper;The Beatles;1967
971;Confia;João Dias;1967
972;Jardim de Infância;Ronnie Von;1967
973;Deixa o Meu Cabelo em Paz;Osvaldo Nunes;1967
974;Feitiço de Broto;Rosemary;1967
975;Música Para Ver a Garota Passar;Ronnie Von;1967
976;Não Pense em Mim;Morgana;1967
977;Alfie;Dionne Warwick;1967
978;Anjo Azul;Adriana;1967
979;Prova de Fogo;Wanderléa;1967
980;A Partida;Os Iguais;1967
981;For Your Love;The Yardbirds;1967
982;Noir C'est Noir;Johnny Halliday;1967
983;É o Amor;Nalva Aguiar;1967
984;Só Eu e Você;Carlos Gonzaga;1967
985;Tributo a Martin Luther King;Wilson Simonal;1967
986;A Groovy Kind Of Love;The Mindbenders;1967
987;Mellow Yellow;Donovan;1967
988;Eu Só Quero Ver;Deny & Dino;1967
989;Ponteio;Edu Lobo & Marilia Medalha;1967
990;Eu e a Brisa;Márcia;1967
991;Mamãe Ele Está de Olho em Mim;Suzy Darlen;1967
992;Foi Assim;Wanderléa;1967
993;Uma Tarde no Circo;Rosemary;1967
994;Meu Bem Só Gosta de Mim;Kátia Cilene;1967
995;Ho Capito Che Ti Amo;Luigi Tenco;1967
996;Born Free;Andy Williams;1967
997;Carolina;Cynara & Cybele;1967
998;Reach Out (I'll Be There);The Four Tops;1967
999;Meu Boi;Zé Fidelis;1967
1000;Eu Daria a Minha Vida;Roberto Carlos;1967
1001;Hey Jude;Beatles;1968
1002;Viola Enluarada;Marcos Valle & Milton Nascimento;1968
1003;Baby;Gal Costa & Caetano Veloso;1968
1004;Sá Marina;Wilson Simonal;1968
1005;Love Is Blue;Paul Mauriat;1968
1006;Light My Fire;Jose Feliciano;1968
1007;Se Você Pensa;Roberto Carlos;1968
1008;MacArthur Park;Richard Harris;1968
1009;Pata Pata;Miriam Makeba;1968
1010;Tenho Um Amor Melhor Que o Seu;Antonio Marcos;1968
1011;Última Canção;Paulo Sergio;1968
1012;Sou Louca Por Você;Elizabeth;1968
1013;San Francisco (Be Sure To Wear Flowers In Your Hair);Scott McKenzie;1968
1014;Mrs. Robinson;Simon & Garfunkel;1968
1015;A Chuva Que Cai;Os Caçulas;1968
1016;Pra Nunca Mais Chorar;Vanusa;1968
1017;The Rain, The Park And Other Things;Cowsills;1968
1018;Do You Want To Dance;Johnny Rivers;1968
1019;Só o Ôme;Noriel Vilela;1968
1020;Segura Esse Samba Ogunhé;Osvaldo Nunes;1968
1021;Dio Come Ti Amo;Gigliola Cinquetti;1968
1022;Pra Não Dizer Que Não Falei das Flores (Caminhando);Geraldo Vandré;1968
1023;I Love You;People;1968
1024;La Dernière Valse;Mirelle Mathieu;1968
1025;Minha Primeira Desilusão;Silvinha;1968
1026;Summer Rain;Johnny Rivers;1968
1027;Hello Goodbye;Beatles;1968
1028;The Fool On The Hill;Sergio Mendes & Brasil '66;1968
1029;Divino Maravilhoso;Gal Costa;1968
1030;Playboy;Silvinha;1968
1031;(Theme From) Valley Of The Dolls;Dionne Warwick;1968
1032;Honey;Bobby Goldsboro;1968
1033;Little Green Apples;O.C. Smith;1968
1034;As Canções Que Você Fez Pra Mim;Roberto Carlos;1968
1035;Hurdy Gurdy Man;Donovan;1968
1036;Mony Mony;Tommy James & The Shondells;1968
1037;Angel Of The Morning;Merrilee Rush & The Turnabouts;1968
1038;Andança;Beth Carvalho & Golden Boys;1968
1039;Judy In Disguise (With Glasses);John Fred & His Playboy Band;1968
1040;Free Again;Barbra Streisand;1968
1041;Aranjuez Mon Amour;Lafayette;1968
1042;I Say A Little Prayer;Aretha Franklin;1968
1043;Ciúme de Você;Roberto Carlos;1968
1044;Stormy;Classics IV;1968
1045;Never My Love;The Association;1968
1046;The Ballad Of Bonnie & Clyde;Georgie Fame;1968
1047;Le Bruit Des Vagues;Romuald;1968
1048;The Good, The Bad & The Ugly;Hugo Montenegro;1968
1049;Alvorada no Morro;Clara Nunes;1968
1050;(Sittin' On) The Dock Of The Bay;Otis Redding;1968
1051;Helena, Helena, Helena;Taiguara;1968
1052;Simon Says;1910 Fruitgum Co.;1968
1053;A Pobreza;Leno;1968
1054;Soy Loco Por Ti America;Caetano Veloso;1968
1055;O Milionário;Os Incríveis;1968
1056;Modinha;Taiguara;1968
1057;Parabéns, Querida;Robert Livi;1968
1058;Lonely;The Lovin' Spoonful;1968
1059;Cry Like A Baby;The Box Tops;1968
1060;Quero Lhe Dizer Cantando;Agnaldo Rayol;1968
1061;Sabiá;Cynara & Cybele;1968
1062;Superbacana;Caetano Veloso;1968
1063;São São Paulo;Tom Zé;1968
1064;Carolina;Chico Buarque;1968
1065;Gimme Little Sign;Brenton Wood;1968
1066;Você Passa e Eu Acho Graça;Clara Nunes;1968
1067;2001;Os Mutantes;1968
1068;Eu Sou Terrível;Roberto Carlos;1968
1069;Neon Rainbow;The Box Tops;1968
1070;Massachusetts;Bee Gees;1968
1071;Cabide de Molambo;João da Baiana;1968
1072;Nem Vem Que Não Tem;Wilson Simonal;1968
1073;Eu Daria a Minha Vida;Martinha;1968
1074;Those Were The Days;Mary Hopkin;1968
1075;Jumpin' Jack Flash;The Rolling Stones;1968
1076;Daydream Believer;The Monkees;1968
1077;Silence Is Golden;The Tremeloes;1968
1078;Alvorada no Morro;Odete Amaral;1968
1079;Kid Games And Nursery Rhymes;Shirley and Alfred;1968
1080;The Last Waltz;Engelbert Humperdinck;1968
1081;Era Um Garoto Que Como Eu Amava os Beatles e os Rolling Stones;Os Incríveis;1968
1082;Dom Quixote;Os Mutantes;1968
1083;Revolution;The Beatles;1968
1084;Meu Primeiro Amor;José Ricardo;1968
1085;Me Deixa em Paz;Waldik Soriano;1968
1086;Samba do Criolo Doido;Cynara & Cybele;1968
1087;Pára, Pedro;José Mendes;1968
1088;Lapinha;Elis Regina;1968
1089;Aquela Rosa;Eliana Pittman;1968
1090;Amor Desesperado;Orlando Dias;1968
1091;Perdoa-me;Orlando Dias;1968
1092;Yummy Yummy Yummy;Ohio Express;1968
1093;It Must Be Him;Vicki Carr;1968
1094;Anjo Triste;Sergio Reis;1968
1095;Pressentimento;Marilia Medalha;1968
1096;Casa de Bamba;Martinho da Vila;1968
1097;To Sir With Love;Lulu;1968
1098;Green Tambourine;The Lemon Pipers;1968
1099;Ela Desatinou;MPB-4;1968
1100;Silêncio;Joelma;1968
1101;As Curvas da Estrada de Santos;Roberto Carlos;1969
1102;Aquele Abraço;Gilberto Gil;1969
1103;Hoje;Taiguara;1969
1104;Aquarius/Let The Sunshine In;5th Dimension;1969
1105;País Tropical;Wilson Simonal;1969
1106;Get Back;Beatles;1969
1107;Mustang Cor de Sangue;Marcos Valle;1969
1108;Sugar, Sugar;The Archies;1969
1109;I Started A Joke;Bee Gees;1969
1110;F... Comme Femme;Adamo;1969
1111;Que Pena;Gal Costa & Caetano Veloso;1969
1112;Charles, Anjo 45;Jorge Ben;1969
1113;Sentado à Beira do Caminho;Erasmo Carlos;1969
1114;Crimson And Clover;Tommy James & The Shondells;1969
1115;Sua Estupidez;Roberto Carlos;1969
1116;Traces;Classics IV;1969
1117;Tudo Passará;Nelson Ned;1969
1118;Proud Mary;Creedence Clearwater Revival;1969
1119;Casa de Bamba;Martinho da Vila;1969
1120;Eu Disse Adeus;Roberto Carlos;1969
1121;You've Made Me So Very Happy;Blood, Sweat & Tears;1969
1122;Green River;Creedence Clearwater Revival;1969
1123;Não Identificado;Gal Costa;1969
1124;Casaco Marrom;Evinha;1969
1125;Smile A Little Smile For Me;The Flying Machine;1969
1126;My Cherie Amour;Stevie Wonder;1969
1127;Those Were The Days;Mary Hopkin;1969
1128;Atrás do Trio Elétrico;Caetano Veloso;1969
1129;To Sir With Love;Lulu;1969
1130;Zingara;Bobby Solo;1969
1131;Socorro, Nosso Amor Está Morrendo;Wanderley Cardoso;1969
1132;Que Maravilha;Jorge Ben & Toquinho;1969
1133;The Ballad Of John And Yoko;Beatles;1969
1134;Honky Tonk Women;Rolling Stones;1969
1135;Love Is All;Malcolm Roberts;1969
1136;Stella;Fabio;1969
1137;My Way;Frank Sinatra;1969
1138;Adeus Ingrata;Claudio Fontana;1969
1139;Tomorrow Tomorrow;Bee Gees;1969
1140;Get Together;Youngbloods;1969
1141;Good Morning Starshine;Oliver;1969
1142;O Pequeno Burguês;Martinho da Vila;1969
1143;As Flores do Jardim da Nossa Casa;Roberto Carlos;1969
1144;For Once In My Life;Stevie Wonder;1969
1145;Cantiga Por Luciana;Evinha;1969
